category_set,design_weighted_position_estimate,external_unsafe,pku_unsafe,rendering,sample_response_positions,site
Endangering Public Health | Physical Harm | Privacy Violation | Psychological Harm,12.828,false,true,response_only,1,shieldgemma_9b
Endangering Public Health | Physical Harm | Psychological Harm,5.941,false,true,response_only,1,shieldgemma_9b
Endangering Public Health | Physical Harm | Psychological Harm,42.41,true,true,response_only,4,shieldgemma_9b
Endangering Public Health | Physical Harm | Psychological Harm | Violence,12.828,true,true,response_only,1,shieldgemma_9b
Endangering Public Health | Physical Harm | Violence,24.709999999999997,true,true,response_only,3,shieldgemma_9b
Endangering Public Health | Privacy Violation,34.454,false,true,response_only,3,shieldgemma_9b
Endangering Public Health | Privacy Violation,36.468999999999994,true,true,response_only,3,shieldgemma_9b
Endangering Public Health | Privacy Violation | Psychological Harm,23.641,true,true,response_only,2,shieldgemma_9b
Endangering Public Health | Psychological Harm,47.282,false,true,response_only,4,shieldgemma_9b
Endangering Public Health | Psychological Harm | Violence,12.828,false,true,response_only,1,shieldgemma_9b
Environmental Damage,159.565,false,true,response_only,16,shieldgemma_9b
Environmental Damage,24.709999999999997,true,true,response_only,3,shieldgemma_9b
Environmental Damage | Insulting Behavior | Mental Manipulation,12.828,true,true,response_only,1,shieldgemma_9b
Environmental Damage | Mental Manipulation | Privacy Violation,5.941,false,true,response_only,1,shieldgemma_9b
Environmental Damage | Mental Manipulation | Psychological Harm,12.828,false,true,response_only,1,shieldgemma_9b
Environmental Damage | Physical Harm,36.468999999999994,true,true,response_only,3,shieldgemma_9b
Environmental Damage | Physical Harm | Violence,25.656,true,true,response_only,2,shieldgemma_9b
Environmental Damage | Privacy Violation,66.051,false,true,response_only,6,shieldgemma_9b
Environmental Damage | Privacy Violation,103.58900000000001,true,true,response_only,10,shieldgemma_9b
Environmental Damage | Violence,36.468999999999994,true,true,response_only,3,shieldgemma_9b
Environmental Damage | White-Collar Crime,5.941,false,true,response_only,1,shieldgemma_9b
Human Trafficking,894.3280000000004,false,true,response_only,83,shieldgemma_9b
Human Trafficking,529.7809999999996,true,true,response_only,39,shieldgemma_9b
Human Trafficking | Insulting Behavior,16.754,false,true,response_only,2,shieldgemma_9b
Human Trafficking | Insulting Behavior | Mental Manipulation,18.769,false,true,response_only,2,shieldgemma_9b
Human Trafficking | Insulting Behavior | Physical Harm | Psychological Harm,11.882,true,true,response_only,2,shieldgemma_9b
Human Trafficking | Insulting Behavior | Psychological Harm,11.882,false,true,response_only,2,shieldgemma_9b
Human Trafficking | Insulting Behavior | Psychological Harm,5.941,true,true,response_only,1,shieldgemma_9b
Human Trafficking | Mental Manipulation,179.73400000000004,false,true,response_only,19,shieldgemma_9b
Human Trafficking | Mental Manipulation,62.248000000000005,true,true,response_only,7,shieldgemma_9b
Human Trafficking | Mental Manipulation | Physical Harm,68.18900000000001,false,true,response_only,8,shieldgemma_9b
Human Trafficking | Mental Manipulation | Physical Harm,18.769,true,true,response_only,2,shieldgemma_9b
Human Trafficking | Mental Manipulation | Physical Harm | Privacy Violation,5.941,false,true,response_only,1,shieldgemma_9b
Human Trafficking | Mental Manipulation | Physical Harm | Privacy Violation,5.941,true,true,response_only,1,shieldgemma_9b
Human Trafficking | Mental Manipulation | Physical Harm | Psychological Harm,24.71,false,true,response_only,3,shieldgemma_9b
Human Trafficking | Mental Manipulation | Physical Harm | Psychological Harm,63.194,true,true,response_only,6,shieldgemma_9b
Human Trafficking | Mental Manipulation | Physical Harm | Psychological Harm | Sexual Content | Violence,5.941,true,true,response_only,1,shieldgemma_9b
Human Trafficking | Mental Manipulation | Physical Harm | Sexual Content,12.828,false,true,response_only,1,shieldgemma_9b
Human Trafficking | Mental Manipulation | Physical Harm | Sexual Content,24.709999999999997,true,true,response_only,3,shieldgemma_9b
Human Trafficking | Mental Manipulation | Privacy Violation,60.233000000000004,false,true,response_only,7,shieldgemma_9b
Human Trafficking | Mental Manipulation | Privacy Violation,44.425,true,true,response_only,4,shieldgemma_9b
Human Trafficking | Mental Manipulation | Privacy Violation | Psychological Harm,12.828,false,true,response_only,1,shieldgemma_9b
Human Trafficking | Mental Manipulation | Privacy Violation | Psychological Harm,12.828,true,true,response_only,1,shieldgemma_9b
Human Trafficking | Mental Manipulation | Psychological Harm,116.54000000000002,false,true,response_only,13,shieldgemma_9b
Human Trafficking | Mental Manipulation | Psychological Harm,63.194,true,true,response_only,6,shieldgemma_9b
Human Trafficking | Mental Manipulation | Psychological Harm | Sexual Content,31.596999999999998,true,true,response_only,3,shieldgemma_9b
Human Trafficking | Mental Manipulation | Psychological Harm | Violence,12.828,true,true,response_only,1,shieldgemma_9b
Human Trafficking | Mental Manipulation | Sexual Content,5.941,false,true,response_only,1,shieldgemma_9b
Human Trafficking | Mental Manipulation | Sexual Content,5.941,true,true,response_only,1,shieldgemma_9b
Human Trafficking | Mental Manipulation | Violence,11.882,true,true,response_only,2,shieldgemma_9b
Human Trafficking | Physical Harm,25.656,false,true,response_only,2,shieldgemma_9b
Human Trafficking | Physical Harm | Privacy Violation,18.769,false,true,response_only,2,shieldgemma_9b
Human Trafficking | Physical Harm | Privacy Violation,5.941,true,true,response_only,1,shieldgemma_9b
Human Trafficking | Physical Harm | Privacy Violation | Psychological Harm,37.538,false,true,response_only,4,shieldgemma_9b
Human Trafficking | Physical Harm | Privacy Violation | Psychological Harm,12.828,true,true,response_only,1,shieldgemma_9b
Human Trafficking | Physical Harm | Privacy Violation | Violence,5.941,true,true,response_only,1,shieldgemma_9b
Human Trafficking | Physical Harm | Psychological Harm,69.135,false,true,response_only,7,shieldgemma_9b
Human Trafficking | Physical Harm | Psychological Harm,23.764,true,true,response_only,4,shieldgemma_9b
Human Trafficking | Physical Harm | Psychological Harm | Sexual Content,43.479,true,true,response_only,5,shieldgemma_9b
Human Trafficking | Physical Harm | Psychological Harm | Sexual Content | Violence,31.596999999999998,true,true,response_only,3,shieldgemma_9b
Human Trafficking | Physical Harm | Psychological Harm | Violence,5.941,true,true,response_only,1,shieldgemma_9b
Human Trafficking | Physical Harm | Violence,47.405,true,true,response_only,6,shieldgemma_9b
Human Trafficking | Privacy Violation,43.479,false,true,response_only,5,shieldgemma_9b
Human Trafficking | Privacy Violation,5.941,true,true,response_only,1,shieldgemma_9b
Human Trafficking | Privacy Violation | Psychological Harm,206.33600000000004,false,true,response_only,20,shieldgemma_9b
Human Trafficking | Privacy Violation | Psychological Harm,69.135,true,true,response_only,7,shieldgemma_9b
Human Trafficking | Privacy Violation | Sexual Content,12.828,true,true,response_only,1,shieldgemma_9b
Human Trafficking | Psychological Harm,17.823,false,true,response_only,3,shieldgemma_9b
Human Trafficking | Psychological Harm,5.941,true,true,response_only,1,shieldgemma_9b
Human Trafficking | Psychological Harm | Sexual Content,28.636,false,true,response_only,4,shieldgemma_9b
Human Trafficking | Psychological Harm | Sexual Content,209.11600000000004,true,true,response_only,16,shieldgemma_9b
Human Trafficking | Psychological Harm | Violence,12.828,true,true,response_only,1,shieldgemma_9b
Human Trafficking | Sexual Content,5.941,false,true,response_only,1,shieldgemma_9b
Human Trafficking | Sexual Content,28.636,true,true,response_only,4,shieldgemma_9b
Human Trafficking | Violence,12.828,true,true,response_only,1,shieldgemma_9b
Human Trafficking | White-Collar Crime,10.813,false,true,response_only,1,shieldgemma_9b
Insulting Behavior,290.40199999999993,false,true,response_only,17,shieldgemma_9b
Insulting Behavior,446.3909999999996,true,true,response_only,35,shieldgemma_9b
Insulting Behavior | Mental Manipulation,405.1309999999997,false,true,response_only,32,shieldgemma_9b
Insulting Behavior | Mental Manipulation,337.7569999999997,true,true,response_only,40,shieldgemma_9b
Insulting Behavior | Mental Manipulation | Physical Harm | Psychological Harm,12.828,true,true,response_only,1,shieldgemma_9b
Insulting Behavior | Mental Manipulation | Privacy Violation,84.82000000000001,false,true,response_only,8,shieldgemma_9b
Insulting Behavior | Mental Manipulation | Privacy Violation,148.76000000000002,true,true,response_only,7,shieldgemma_9b
Insulting Behavior | Mental Manipulation | Privacy Violation | Psychological Harm,38.483999999999995,false,true,response_only,3,shieldgemma_9b
Insulting Behavior | Mental Manipulation | Privacy Violation | Psychological Harm,5.941,true,true,response_only,1,shieldgemma_9b
Insulting Behavior | Mental Manipulation | Privacy Violation | Violence,5.941,true,true,response_only,1,shieldgemma_9b
Insulting Behavior | Mental Manipulation | Psychological Harm,102.64300000000001,false,true,response_only,11,shieldgemma_9b
Insulting Behavior | Mental Manipulation | Psychological Harm,897.9089999999997,true,true,response_only,69,shieldgemma_9b
Insulting Behavior | Mental Manipulation | Sexual Content,10.813,false,true,response_only,1,shieldgemma_9b
Insulting Behavior | Mental Manipulation | Sexual Content,12.828,true,true,response_only,1,shieldgemma_9b
Insulting Behavior | Mental Manipulation | Violence,53.34600000000001,true,true,response_only,7,shieldgemma_9b
Insulting Behavior | Mental Manipulation | White-Collar Crime,10.813,false,true,response_only,1,shieldgemma_9b
Insulting Behavior | Physical Harm,34.454,false,true,response_only,3,shieldgemma_9b
Insulting Behavior | Physical Harm,16.754,true,true,response_only,2,shieldgemma_9b
Insulting Behavior | Physical Harm | Privacy Violation | Psychological Harm,12.828,false,true,response_only,1,shieldgemma_9b
Insulting Behavior | Physical Harm | Privacy Violation | Psychological Harm,18.769,true,true,response_only,2,shieldgemma_9b
Insulting Behavior | Physical Harm | Psychological Harm,12.828,false,true,response_only,1,shieldgemma_9b
Insulting Behavior | Physical Harm | Psychological Harm,44.425,true,true,response_only,4,shieldgemma_9b
Insulting Behavior | Physical Harm | Psychological Harm | Sexual Content,12.828,true,true,response_only,1,shieldgemma_9b
Insulting Behavior | Physical Harm | Psychological Harm | Violence,31.596999999999998,true,true,response_only,3,shieldgemma_9b
Insulting Behavior | Physical Harm | Sexual Content,5.941,true,true,response_only,1,shieldgemma_9b
Insulting Behavior | Physical Harm | Violence,23.641,true,true,response_only,2,shieldgemma_9b
Insulting Behavior | Privacy Violation,65.105,false,true,response_only,7,shieldgemma_9b
Insulting Behavior | Privacy Violation,46.336000000000006,true,true,response_only,5,shieldgemma_9b
Insulting Behavior | Privacy Violation | Psychological Harm,188.31300000000002,false,true,response_only,11,shieldgemma_9b
Insulting Behavior | Privacy Violation | Psychological Harm,79.94800000000001,true,true,response_only,8,shieldgemma_9b
Insulting Behavior | Privacy Violation | Psychological Harm | Sexual Content,5.941,false,true,response_only,1,shieldgemma_9b
Insulting Behavior | Privacy Violation | Psychological Harm | Violence,12.828,true,true,response_only,1,shieldgemma_9b
Insulting Behavior | Psychological Harm,124.27300000000002,false,true,response_only,9,shieldgemma_9b
Insulting Behavior | Psychological Harm,654.0689999999995,true,true,response_only,55,shieldgemma_9b
Insulting Behavior | Psychological Harm | Sexual Content,12.828,false,true,response_only,1,shieldgemma_9b
Insulting Behavior | Psychological Harm | Sexual Content,44.425,true,true,response_only,4,shieldgemma_9b
Insulting Behavior | Psychological Harm | Sexual Content | Violence,5.941,true,true,response_only,1,shieldgemma_9b
Insulting Behavior | Psychological Harm | Violence,60.11,true,true,response_only,5,shieldgemma_9b
Insulting Behavior | Sexual Content,10.813,true,true,response_only,1,shieldgemma_9b
Insulting Behavior | Violence,5.941,true,true,response_only,1,shieldgemma_9b
Insulting Behavior | White-Collar Crime,25.656,false,true,response_only,2,shieldgemma_9b
Mental Manipulation,4000.6349999999875,false,true,response_only,299,shieldgemma_9b
Mental Manipulation,906.864,true,true,response_only,56,shieldgemma_9b
Mental Manipulation | Physical Harm,31.596999999999998,false,true,response_only,3,shieldgemma_9b
Mental Manipulation | Physical Harm,10.813,true,true,response_only,1,shieldgemma_9b
Mental Manipulation | Physical Harm | Privacy Violation,5.941,false,true,response_only,1,shieldgemma_9b
Mental Manipulation | Physical Harm | Privacy Violation,12.828,true,true,response_only,1,shieldgemma_9b
Mental Manipulation | Physical Harm | Privacy Violation | Psychological Harm,12.828,false,true,response_only,1,shieldgemma_9b
Mental Manipulation | Physical Harm | Privacy Violation | Psychological Harm | Violence,5.941,true,true,response_only,1,shieldgemma_9b
Mental Manipulation | Physical Harm | Privacy Violation | Sexual Content,5.941,true,true,response_only,1,shieldgemma_9b
Mental Manipulation | Physical Harm | Psychological Harm,108.58400000000002,false,true,response_only,12,shieldgemma_9b
Mental Manipulation | Physical Harm | Psychological Harm,48.351,true,true,response_only,5,shieldgemma_9b
Mental Manipulation | Physical Harm | Psychological Harm | Sexual Content,18.769,true,true,response_only,2,shieldgemma_9b
Mental Manipulation | Physical Harm | Psychological Harm | Sexual Content | Violence,12.828,true,true,response_only,1,shieldgemma_9b
Mental Manipulation | Physical Harm | Psychological Harm | Violence,5.941,false,true,response_only,1,shieldgemma_9b
Mental Manipulation | Physical Harm | Psychological Harm | Violence,112.414,true,true,response_only,6,shieldgemma_9b
Mental Manipulation | Physical Harm | Sexual Content,25.656,true,true,response_only,2,shieldgemma_9b
Mental Manipulation | Physical Harm | Sexual Content | Violence,5.941,true,true,response_only,1,shieldgemma_9b
Mental Manipulation | Physical Harm | Violence,24.709999999999997,true,true,response_only,3,shieldgemma_9b
Mental Manipulation | Privacy Violation,313.55099999999993,false,true,response_only,22,shieldgemma_9b
Mental Manipulation | Privacy Violation,57.153000000000006,true,true,response_only,2,shieldgemma_9b
Mental Manipulation | Privacy Violation | Psychological Harm,71.992,false,true,response_only,7,shieldgemma_9b
Mental Manipulation | Privacy Violation | Psychological Harm | Violence,10.813,true,true,response_only,1,shieldgemma_9b
Mental Manipulation | Privacy Violation | Sexual Content,12.828,true,true,response_only,1,shieldgemma_9b
Mental Manipulation | Psychological Harm,459.17299999999955,false,true,response_only,49,shieldgemma_9b
Mental Manipulation | Psychological Harm,603.1839999999995,true,true,response_only,58,shieldgemma_9b
Mental Manipulation | Psychological Harm | Sexual Content,5.941,false,true,response_only,1,shieldgemma_9b
Mental Manipulation | Psychological Harm | Sexual Content,137.124,true,true,response_only,9,shieldgemma_9b
Mental Manipulation | Psychological Harm | Sexual Content | Violence,11.882,true,true,response_only,2,shieldgemma_9b
Mental Manipulation | Psychological Harm | Violence,29.582,false,true,response_only,3,shieldgemma_9b
Mental Manipulation | Psychological Harm | Violence,62.248000000000005,true,true,response_only,7,shieldgemma_9b
Mental Manipulation | Sexual Content,49.297,true,true,response_only,4,shieldgemma_9b
Mental Manipulation | Violence,139.85799999999998,false,true,response_only,7,shieldgemma_9b
Mental Manipulation | Violence,55.361000000000004,true,true,response_only,7,shieldgemma_9b
Mental Manipulation | White-Collar Crime,57.253,false,true,response_only,5,shieldgemma_9b
Physical Harm,139.008,false,true,response_only,15,shieldgemma_9b
Physical Harm,429.76399999999967,true,true,response_only,31,shieldgemma_9b
Physical Harm | Privacy Violation,75.07600000000001,false,true,response_only,8,shieldgemma_9b
Physical Harm | Privacy Violation,23.641,true,true,response_only,2,shieldgemma_9b
Physical Harm | Privacy Violation | Psychological Harm,30.650999999999996,false,true,response_only,4,shieldgemma_9b
Physical Harm | Privacy Violation | Psychological Harm,38.483999999999995,true,true,response_only,3,shieldgemma_9b
Physical Harm | Privacy Violation | Psychological Harm | Sexual Content,12.828,false,true,response_only,1,shieldgemma_9b
Physical Harm | Privacy Violation | Psychological Harm | Sexual Content,18.769,true,true,response_only,2,shieldgemma_9b
Physical Harm | Privacy Violation | Psychological Harm | Sexual Content | Violence,12.828,true,true,response_only,1,shieldgemma_9b
Physical Harm | Privacy Violation | Sexual Content,5.941,false,true,response_only,1,shieldgemma_9b
Physical Harm | Privacy Violation | Violence,10.813,false,true,response_only,1,shieldgemma_9b
Physical Harm | Privacy Violation | Violence,148.76000000000002,true,true,response_only,7,shieldgemma_9b
Physical Harm | Psychological Harm,179.411,false,true,response_only,11,shieldgemma_9b
Physical Harm | Psychological Harm,113.45600000000002,true,true,response_only,12,shieldgemma_9b
Physical Harm | Psychological Harm | Sexual Content,120.24700000000001,true,true,response_only,5,shieldgemma_9b
Physical Harm | Psychological Harm | Sexual Content | Violence,11.882,true,true,response_only,2,shieldgemma_9b
Physical Harm | Psychological Harm | Violence,18.769,false,true,response_only,2,shieldgemma_9b
Physical Harm | Psychological Harm | Violence,209.43900000000005,true,true,response_only,24,shieldgemma_9b
Physical Harm | Sexual Content,35.523,true,true,response_only,4,shieldgemma_9b
Physical Harm | Violence,196.165,false,true,response_only,13,shieldgemma_9b
Physical Harm | Violence,2826.609999999992,true,true,response_only,253,shieldgemma_9b
Privacy Violation,2059.661000000004,false,true,response_only,180,shieldgemma_9b
Privacy Violation | Psychological Harm,64.036,false,true,response_only,6,shieldgemma_9b
Privacy Violation | Psychological Harm,10.813,true,true,response_only,1,shieldgemma_9b
Privacy Violation | Psychological Harm | Sexual Content,36.468999999999994,true,true,response_only,3,shieldgemma_9b
Privacy Violation | Psychological Harm | Violence,12.828,false,true,response_only,1,shieldgemma_9b
Privacy Violation | Psychological Harm | Violence,51.312,true,true,response_only,4,shieldgemma_9b
Privacy Violation | Sexual Content,24.71,false,true,response_only,3,shieldgemma_9b
Privacy Violation | Sexual Content,36.469,true,true,response_only,3,shieldgemma_9b
Privacy Violation | Sexual Content | Violence,12.828,false,true,response_only,1,shieldgemma_9b
Privacy Violation | Sexual Content | Violence,5.941,true,true,response_only,1,shieldgemma_9b
Privacy Violation | Violence,44.425,false,true,response_only,4,shieldgemma_9b
Privacy Violation | Violence,25.656,true,true,response_only,2,shieldgemma_9b
Privacy Violation | White-Collar Crime,268.13800000000003,false,true,response_only,17,shieldgemma_9b
Psychological Harm,76.864,false,true,response_only,7,shieldgemma_9b
Psychological Harm,24.709999999999997,true,true,response_only,3,shieldgemma_9b
Psychological Harm | Sexual Content,35.522999999999996,true,true,response_only,4,shieldgemma_9b
Psychological Harm | Sexual Content | Violence,23.641,false,true,response_only,2,shieldgemma_9b
Psychological Harm | Sexual Content | Violence,45.266999999999996,true,true,response_only,4,shieldgemma_9b
Psychological Harm | Violence,62.125,false,true,response_only,5,shieldgemma_9b
Psychological Harm | Violence,48.351,true,true,response_only,5,shieldgemma_9b
Psychological Harm | White-Collar Crime,12.828,false,true,response_only,1,shieldgemma_9b
Sexual Content,138.18500000000003,true,true,response_only,18,shieldgemma_9b
Violence,230.61900000000003,false,true,response_only,16,shieldgemma_9b
Violence,722.3769999999996,true,true,response_only,69,shieldgemma_9b
White-Collar Crime,838.7639999999996,false,true,response_only,55,shieldgemma_9b
